Case Name,Status,Progress,Summary,State,BillTrack50 Link,Last Activity Date,Representatives to Contact,Sponsors,Yea Votes,Nay Votes,Category
TX SB23,Failed,Introduced,This bill specifically criminalizes any trans-affirming mental health care for those under the age of 18.,Texas,https://www.billtrack50.com/billdetail/1385679,6/8/2021,"Bryan Hughes, Bob Hall, Robert Nichols, Brandon Creighton, Charles Schwertner, Carol Alvarado, Paul Bettencourt, Angela Paxton, Kelly Hancock, Beverly Powell, Larry Taylor, Jane Nelson, Borris L. Miles, Sarah Eckhardt, John Whitmire, Nathan Johnson, Joan Huffman, Lois W. Kolkhorst, Roland Gutierrez, ""Juan """"Chuy"""" Hinojosa"", Judith Zaffirini, Brian Birdwell, Royce West, Dawn Buckingham, Donna Campbell, José Menéndez, ""Eduardo A. (Eddie) Lucio, Jr."", Charles Perry, César Blanco, Drew Springer, Kel Seliger",Bob Hall,,,
TX SB27,Failed,Introduced,"This is a sports bill that requires a schools' and universities' interscholastic athletic program only allow students to participate on teams corresponding to their ""biological sex"", as determined by birth certificate or if unavailable, other similar government documentation. It explicitly states that only birth certificates that are from the time of birth or adjusted for clerical errors are valid for this determination. Female students may join a male teams if there are no female equivalents. Allows for those harmed by a failure to follow this ruling to sue for injunctive relief and attorney fees. Similar to SB3, HB10, HB24, and identical to HB84",Texas,https://legiscan.com/TX/bill/SB27/2021/X3,20/9/2021,,Charles Perry,,,
TX SB28,Failed,Introduced,"This bill would classify all gender-affirming care given to a minor as abuse, federal offense. It specifies all hormone blockers or other hormonal treatments, as well any surgeries, with the exception for any ""intersex"" child. Intersex here is defined as anyone with chromosomal, gonadal, genital, or endocrine conditions not suited to typical definitions of male and female, or are ambiguously sexed. Identical to HB22, barring minor formatting changes, similar to HB26, but less detailed.",Texas,https://legiscan.com/TX/bill/SB28/2021/X3,20/9/2021,,"Charles Perry, Bob Hall",,,
TX SB29,Failed,Introduced,"This bill mandates that birth certificates be based on a child's ""biological sex"" and may not be corrected except in cases of clerical errors or intersex conditions. Identical to HB84",Texas,https://legiscan.com/TX/bill/SB29/2021/X3,5/10/2021,,"Bob Hall, Charles Perry",,,
TX SB29(2),Failed,Failed,,Texas,https://legiscan.com/TX/bill/SB29/2021,25/5/2021,,,,,
TX SB32,Failed,Crossed over,"This bill would mandate that all students participate on sports teams that correspond with their ""biological sex"", as determined by birth certificate. It excludes birth certificate changes meant to reflect gender identity.",Texas,https://www.billtrack50.com/billdetail/1383345,14/7/2021,,"Dawn Buckingham, Donna Campbell, Brandon Creighton, Bob Hall, Lois W. Kolkhorst, Angela Paxton, Charles Perry, Charles Schwertner, Drew Springer",,,
TX SB34,Failed,Introduced,"This bill allows medical providers to refuse to administer any non-emergency care on the basis of ""conscience.""",Texas,https://www.billtrack50.com/billdetail/1385759,6/8/2021,"Bryan Hughes, Bob Hall, Robert Nichols, Brandon Creighton, Charles Schwertner, Carol Alvarado, Paul Bettencourt, Angela Paxton, Kelly Hancock, Beverly Powell, Larry Taylor, Jane Nelson, Borris L. Miles, Sarah Eckhardt, John Whitmire, Nathan Johnson, Joan Huffman, Lois W. Kolkhorst, Roland Gutierrez, ""Juan """"Chuy"""" Hinojosa"", Judith Zaffirini, Brian Birdwell, Royce West, Dawn Buckingham, Donna Campbell, José Menéndez, ""Eduardo A. (Eddie) Lucio, Jr."", Charles Perry, César Blanco, Drew Springer, Kel Seliger",Bob Hall,,,
TX SB39,Failed,Introduced,"This bill would add any trans-affirming healthcare, including puberty blockers or the facilitation of such care, to the legal definition of child abuse.",Texas,https://www.billtrack50.com/billdetail/1385728,6/8/2021,"Bryan Hughes, Bob Hall, Robert Nichols, Brandon Creighton, Charles Schwertner, Carol Alvarado, Paul Bettencourt, Angela Paxton, Kelly Hancock, Beverly Powell, Larry Taylor, Jane Nelson, Borris L. Miles, Sarah Eckhardt, John Whitmire, Nathan Johnson, Joan Huffman, Lois W. Kolkhorst, Roland Gutierrez, ""Juan """"Chuy"""" Hinojosa"", Judith Zaffirini, Brian Birdwell, Royce West, Dawn Buckingham, Donna Campbell, José Menéndez, ""Eduardo A. (Eddie) Lucio, Jr."", Charles Perry, César Blanco, Drew Springer, Kel Seliger",Charles Perry,,,
TX SB40,Failed,Introduced,"This bill requires that students, in primary, secondary and higher education, only participate in athletics based on their ""biological sex"", as determined by birth certificate. Birth certificates will only be considered valid for this determination if they were filed near the time of birth or were corrected for clerical errors only.",Texas,https://www.billtrack50.com/billdetail/1385689,6/8/2021,"Bryan Hughes, Bob Hall, Robert Nichols, Brandon Creighton, Charles Schwertner, Carol Alvarado, Paul Bettencourt, Angela Paxton, Kelly Hancock, Beverly Powell, Larry Taylor, Jane Nelson, Borris L. Miles, Sarah Eckhardt, John Whitmire, Nathan Johnson, Joan Huffman, Lois W. Kolkhorst, Roland Gutierrez, ""Juan """"Chuy"""" Hinojosa"", Judith Zaffirini, Brian Birdwell, Royce West, Dawn Buckingham, Donna Campbell, José Menéndez, ""Eduardo A. (Eddie) Lucio, Jr."", Charles Perry, César Blanco, Drew Springer, Kel Seliger",Charles Perry,,,
TX SB66,Failed,Introduced,This bill criminalizes trans-affirming mental health care for those under the age of 18.,Texas,https://www.billtrack50.com/billdetail/1383553,9/7/2021,"Bryan Hughes, Bob Hall, Robert Nichols, Brandon Creighton, Charles Schwertner, Carol Alvarado, Paul Bettencourt, Angela Paxton, Kelly Hancock, Beverly Powell, Larry Taylor, Jane Nelson, Borris L. Miles, Sarah Eckhardt, John Whitmire, Nathan Johnson, Joan Huffman, Lois W. Kolkhorst, Roland Gutierrez, ""Juan """"Chuy"""" Hinojosa"", Judith Zaffirini, Brian Birdwell, Royce West, Dawn Buckingham, Donna Campbell, José Menéndez, ""Eduardo A. (Eddie) Lucio, Jr."", Charles Perry, César Blanco, Drew Springer, Kel Seliger",Bob Hall,,,
TX SB70,Failed,Introduced,This bill adds the facilitation or administration of trans-affirming medical care for those under the age of 18 to the legal definition of child abuse. This bill includes puberty blockers. Exceptions are made for intersex individuals.,Texas,https://www.billtrack50.com/billdetail/1383605,12/7/2021,"Bryan Hughes, Bob Hall, Robert Nichols, Brandon Creighton, Charles Schwertner, Carol Alvarado, Paul Bettencourt, Angela Paxton, Kelly Hancock, Beverly Powell, Larry Taylor, Jane Nelson, Borris L. Miles, Sarah Eckhardt, John Whitmire, Nathan Johnson, Joan Huffman, Lois W. Kolkhorst, Roland Gutierrez, ""Juan """"Chuy"""" Hinojosa"", Judith Zaffirini, Brian Birdwell, Royce West, Dawn Buckingham, Donna Campbell, José Menéndez, ""Eduardo A. (Eddie) Lucio, Jr."", Charles Perry, César Blanco, Drew Springer, Kel Seliger",Charles Perry,,,
TX SB373,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1279745,31/5/2021,,"Charles Perry, Drew Springer",,,
TX SB1148,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1340130,31/5/2021,,Charles Perry,,,
TX SB1646,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1344561,23/5/2021,,"Paul Bettencourt, Brian Birdwell, Dawn Buckingham, Donna Campbell, Brandon Creighton, Bob Hall, Kelly Hancock, Bryan Hughes, Lois W. Kolkhorst, Angela Paxton, Charles Perry, Charles Schwertner, Drew Springer, Larry Taylor",,,
UT HB0092,Failed,Failed,,Utah,https://www.billtrack50.com/billdetail/1258891,5/3/2021,,,,,
UT HB0127,Failed,House Committee,"This bill amends the medical practice laws of Utah to make it illegal for any physician or surgeon to perform any treatment or give any diagnosis related to gender transition in minors under the age of 18. It further defines such treatments, including puberty blockers, hormone therapy, and surgeries as ""medically unnecessary"" and states that medical professionals who provide such treatments are engaging in ""unprofessional conduct"". The bill also specifically allows for ""corrective"" procedures for intersex traits.",Utah,https://legiscan.com/UT/bill/HB0127/2022,4/3/2022,"Sandra Hollins, Angela Romero, Timothy D. Hawkes, Robert M. Spendlove, Walt Brooks, Calvin R. Musselman, Casey Snider",Rex P. Shipp,,,Health Care
UT HB0302,Failed,Failed,,Utah,https://www.billtrack50.com/billdetail/1300752,5/3/2021,,,,,
VA HB988,Failed,House Committee,A bill instructing the education department to make policies about trans students that does not allow equal treatment in sports.,Virginia,https://www.billtrack50.com/BillDetail/1419223,1/2/2022,,Scott Wyatt,,,
VA HB1126,Failed,House Committee,"This bill requires that parents and legal guardians of students at public elementary and secondary schools be allowed to opt their children out of any instruction or activity, review the curriculum for all their child’s courses, and easily access the full list of books in all classrooms and libraries at their child’s school. This bill also states that schools must make single-sex restrooms and changing facilities available to all students and employees and ensure that no person of the incorrect sex enters those facilities. Single-occupancy facilities must be provided upon request if the school can reasonably accommodate such a request.",Virginia,https://legiscan.com/VA/bill/HB1126/2022,15/2/2022,"Glenn Davis, G. John Avoli, David LaRock, John McGuire, Amanda Batten, William Wampler, Nicholas Freitas, Carrie Coyner, Michael A. Cherry, Tara A. Durant, Karen S. Greenhalgh, Anne Ferrell H. Tata, Jeffrey Bourne, Schuyler VanValkenburg, Sam Rasoul, Delores McQuinn, Suhas Subramanyam, Elizabeth Guzman, Eileen Filler-Corn, Shelly Simonds, Briana D. Sewell, Michelle-Ann E.L. Maldonado","G. John Avoli, Chris Runion, Ronnie Campbell, Wren M. Williams, Buddy Fowler, Thomas Wright, David LaRock",,,Schools
VA SB20,Failed,Senate Floor,This bill would remove the statement from the Code of Virginia saying that each school board has to have policies regarding trans students that are consistent with or more comprehensive than those of the VA Department of Education's policies.,Virginia,https://legiscan.com/VA/bill/SB20/2022,3/2/2022,,Travis Hackworth,,,Schools
VA SB766,Failed,Senate Floor,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. In this bill, “biological sex” is not defined in any way and there is no explanation for how it should be determined. The requirements in this bill apply to any elementary or secondary school or a private school that competes in athletic events against public schools. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Virginia,https://legiscan.com/VA/bill/SB766/2022,3/2/2022,,Jennifer Kiggans,,,Sports
WA HB1556,Failed,House Committee,"Requires every student to provide birth certificate as a prerequisite to joining any sex divided athletic activity.
Explicitly disallows “male” students from engaging in “female” sports.
Amends existing equibility statues.
",Washington,https://www.billtrack50.com/billdetail/1349002,10/1/2022,"Sharon Tomiko Santos, Laurie Dolan, Alex Ybarra, Jim Walsh, April Berg, Bob McCaslin, Joel McEntire, Lillian Ortiz-Self, Monica Jurado Stonier","Rob Chase, Brad Klippert",,,
WV HB2141,Failed,Failed,,West Virginia,https://www.billtrack50.com/billdetail/1310891,7/4/2021,,,,,
WV HB2171,Failed,Failed,,West Virginia,https://www.billtrack50.com/billdetail/1310814,7/4/2021,,,,,
WV HB2676,Failed,Failed,,West Virginia,https://www.billtrack50.com/billdetail/1325523,7/4/2021,,,,,
WV HB2734,Failed,Failed,,West Virginia,https://www.billtrack50.com/billdetail/1327465,7/4/2021,,,,,
WV HB2917,Failed,Failed,,West Virginia,https://www.billtrack50.com/billdetail/1337824,7/4/2021,,,,,
WV SB341,Failed,Failed,,West Virginia,https://www.billtrack50.com/billdetail/1319825,7/4/2021,,,,,
WI AB195,Failed,Crossed over,"This bill requires the University of Wisconsin and Wisconsin technical colleges to classify all of their sports as being for ""males or men”, ""females or women”, or ""coed or mixed”. Students must be notified of any change of designation for a sports team. It bans athletes whose sex assigned at birth is male from participating in female or women’s sports. The requirements in this bill apply to all institutions that sponsor intercollegiate, intramural, or club athletic teams. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Wisconsin,https://legiscan.com/WI/bill/AB195/2021,19/10/2021,"Joan Ballweg, Eric Wimberger, Melissa Agard","Rachael Cabral-Guevara, Ken Skowronski",,,Sports
WI AB196,Failed,Crossed over,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose sex assigned at birth is male from participating in female, women, or girls sports. Schools must notify students and parents if they change the designation of a sports team. The requirements in this bill apply to school boards, independent charter schools, and private schools participating in a parental choice program. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Wisconsin,https://legiscan.com/WI/bill/AB196/2021,19/10/2021,"Joan Ballweg, Eric Wimberger, Melissa Agard","Rachael Cabral-Guevara, Ken Skowronski",,,Sports
WI AB977,Failed,House Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no physician or health care provider shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Other exceptions include injuries, illness, or when there is an imminent danger of death without treatment. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action. This bill also prevents public funds from being given to any organization that provides trans care to minors in any capacity, and it prevents health insurance companies from paying for trans treatments for any minor. It also declares that all money paid to or used for anyone’s gender transition may not be tax deductible.",Wisconsin,https://legiscan.com/WI/bill/AB977/2021,15/2/2022,"Jim Anderson, Ken Skowronski, Rachael Cabral-Guevara","Ken Skowronski, Elijah R. Behnke, Duey Stroebel",,,Health Care
